Country,Year,Value,Rank,Top10Rank
ZIMBABWE,1999,2250.0,50.0,
ALBANIA,2000,317.0,103.0,
ALGERIA,2000,866.0,77.0,
ANDORRA,2000,10991.0,18.0,
ANGUILLA,2000,112.0,114.0,
ANTIGUA AND BARBUDA,2000,634.0,87.0,
ARUBA,2000,1211.0,67.0,
AUSTRALIA,2000,4931.0,30.0,
AZERBAIJAN,2000,681.0,85.0,
BAHAMAS,2000,4204.0,35.0,
BAHRAIN,2000,3869.0,38.0,
BARBADOS,2000,1078.0,69.0,
BELARUS,2000,2030.0,53.0,
BELIZE,2000,374.0,101.0,
BENIN,2000,1068.0,70.0,
BERMUDA,2000,539.0,92.0,
BONAIRE,2000,96.0,116.0,
BOTSWANA,2000,1306.0,64.0,
BRITISH VIRGIN ISLANDS,2000,519.0,94.0,
BRUNEI DARUSSALAM,2000,984.0,74.0,
BULGARIA,2000,4922.0,31.0,
CANADA,2000,48638.0,8.0,8.0
CAYMAN ISLANDS,2000,1385.0,62.0,
CHAD,2000,94.0,117.0,
CHINA,2000,83444.0,3.0,3.0
COLOMBIA,2000,707.0,83.0,
COSTA RICA,2000,1278.0,66.0,
CROATIA,2000,37226.0,9.0,9.0
CUBA,2000,1774.0,58.0,
CURAÇAO,2000,514.0,95.0,
CYPRUS,2000,2912.0,44.0,
DOMINICA,2000,312.0,105.0,
DOMINICAN REPUBLIC,2000,3161.0,42.0,
ECUADOR,2000,627.0,88.0,
EGYPT,2000,5506.0,24.0,
EL SALVADOR,2000,867.0,76.0,
ERITREA,2000,70.0,120.0,
ESTONIA,2000,3310.0,41.0,
ESWATINI,2000,1151.0,68.0,
FIJI,2000,434.0,99.0,
FINLAND,2000,3789.0,39.0,
GABON,2000,230.0,109.0,
GEORGIA,2000,387.0,100.0,
GREECE,2000,13567.0,15.0,
GRENADA,2000,316.0,104.0,
GUADELOUPE,2000,994.0,73.0,
GUATEMALA,2000,826.0,78.0,
HAITI,2000,445.0,98.0,
HONDURAS,2000,689.0,84.0,
"HONG KONG, CHINA",2000,13059.0,16.0,
HUNGARY,2000,31141.0,10.0,10.0
ICELAND,2000,328.0,102.0,
INDIA,2000,2677.0,46.0,
INDONESIA,2000,5064.0,29.0,
"IRAN, ISLAMIC REPUBLIC OF",2000,1342.0,63.0,
IRAQ,2000,78.0,118.0,
ISRAEL,2000,2672.0,47.0,
ITALY,2000,62702.0,7.0,7.0
JAMAICA,2000,2230.0,51.0,
JAPAN,2000,4757.0,32.0,
JORDAN,2000,2700.0,45.0,
KAZAKHSTAN,2000,1683.0,59.0,
KENYA,2000,1037.0,72.0,
KIRIBATI,2000,13.0,126.0,
"KOREA, REPUBLIC OF",2000,5322.0,25.0,
KUWAIT,2000,1944.0,55.0,
KYRGYZSTAN,2000,173.0,110.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2000,737.0,81.0,
LATVIA,2000,1882.0,56.0,
LESOTHO,2000,302.0,106.0,
LIBYA,2000,963.0,75.0,
LITHUANIA,2000,4092.0,36.0,
"MACAO, CHINA",2000,9162.0,21.0,
MALAYSIA,2000,17213.0,14.0,
MALTA,2000,1387.0,61.0,
MARTINIQUE,2000,816.0,79.0,
MAURITIUS,2000,678.0,86.0,
MEXICO,2000,105673.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",2000,19.0,124.0,
MONGOLIA,2000,158.0,112.0,
MONTSERRAT,2000,14.3,125.0,
MOROCCO,2000,4458.0,34.0,
NAMIBIA,2000,759.0,80.0,
NEW CALEDONIA,2000,161.0,111.0,
NEW ZEALAND,2000,1787.0,57.0,
NICARAGUA,2000,581.0,91.0,
NIGERIA,2000,1492.0,60.0,
NORTHERN MARIANA ISLANDS,2000,529.0,93.0,
NORWAY,2000,5121.0,28.0,
PANAMA,2000,600.0,90.0,
PARAGUAY,2000,3924.0,37.0,
POLAND,2000,84515.0,2.0,2.0
PORTUGAL,2000,28014.0,11.0,
PUERTO RICO,2000,4566.0,33.0,
ROMANIA,2000,5264.0,26.0,
RUSSIAN FEDERATION,2000,21169.0,13.0,
SABA,2000,24.4,123.0,
SAINT KITTS AND NEVIS,2000,247.0,108.0,
SAINT LUCIA,2000,727.0,82.0,
SAINT VINCENT AND THE GRENADINES,2000,256.0,107.0,
SAN MARINO,2000,3071.0,43.0,
SEYCHELLES,2000,140.0,113.0,
SINGAPORE,2000,7691.0,22.0,
SINT EUSTATIUS,2000,27.0,122.0,
SINT MAARTEN (DUTCH PART),2000,1300.0,65.0,
SLOVENIA,2000,63580.0,6.0,6.0
SOUTH AFRICA,2000,6001.0,23.0,
SPAIN,2000,74580.0,5.0,5.0
SRI LANKA,2000,445.0,98.0,
STATE OF PALESTINE,2000,1055.0,71.0,
SURINAME,2000,72.0,119.0,
SYRIAN ARAB REPUBLIC,2000,3412.0,40.0,
TAIWAN PROVINCE OF CHINA,2000,2624.0,48.0,
TAJIKISTAN,2000,7.7,127.0,
"TANZANIA, UNITED REPUBLIC OF",2000,501.0,97.0,
THAILAND,2000,10096.0,20.0,
TONGA,2000,43.0,121.0,
TRINIDAD AND TOBAGO,2000,503.0,96.0,
TUNISIA,2000,5244.0,27.0,
TÜRKIYE,2000,10428.0,19.0,
UKRAINE,2000,11691.0,17.0,
UNITED KINGDOM,2000,25209.0,12.0,
UNITED STATES OF AMERICA,2000,78343.0,4.0,4.0
UNITED STATES VIRGIN ISLANDS,2000,2396.0,49.0,
URUGUAY,2000,2236.0,50.0,
UZBEKISTAN,2000,302.0,106.0,
VANUATU,2000,106.0,115.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2000,602.0,89.0,
VIET NAM,2000,2140.0,52.0,
ZIMBABWE,2000,1967.0,54.0,
ALBANIA,2001,354.0,104.0,
ALGERIA,2001,901.0,75.0,
ANDORRA,2001,11351.0,19.0,
ANGUILLA,2001,105.0,122.0,
ANTIGUA AND BARBUDA,2001,624.0,91.0,
ARUBA,2001,1178.0,69.0,
AUSTRALIA,2001,4856.0,32.0,
AZERBAIJAN,2001,767.0,81.0,
BAHAMAS,2001,4183.0,39.0,
BAHRAIN,2001,4388.0,36.0,
BARBADOS,2001,1035.0,72.0,
BELARUS,2001,1852.0,58.0,
BELIZE,2001,385.0,103.0,
BENIN,2001,1155.0,70.0,
BERMUDA,2001,458.0,98.0,
BONAIRE,2001,94.0,123.0,
BOTSWANA,2001,1451.0,62.0,
BRITISH VIRGIN ISLANDS,2001,535.0,93.0,
BRUNEI DARUSSALAM,2001,840.0,76.0,
BULGARIA,2001,5104.0,29.0,
CANADA,2001,47147.0,8.0,8.0
CAYMAN ISLANDS,2001,1549.0,61.0,
CHAD,2001,175.0,116.0,
CHINA,2001,89013.0,2.0,2.0
COLOMBIA,2001,788.0,80.0,
COSTA RICA,2001,1320.0,65.0,
CROATIA,2001,40129.0,9.0,9.0
CUBA,2001,1775.0,59.0,
CURAÇAO,2001,519.0,95.0,
CYPRUS,2001,2841.0,46.0,
DOMINICA,2001,276.0,111.0,
DOMINICAN REPUBLIC,2001,3090.0,43.0,
ECUADOR,2001,641.0,90.0,
EGYPT,2001,4648.0,34.0,
EL SALVADOR,2001,804.0,78.0,
ERITREA,2001,113.0,120.0,
ESTONIA,2001,3230.0,42.0,
ESWATINI,2001,1312.0,66.0,
FIJI,2001,446.0,99.0,
FINLAND,2001,4252.0,37.0,
GABON,2001,236.0,113.0,
GEORGIA,2001,302.0,108.0,
GREECE,2001,14678.0,15.0,
GRENADA,2001,277.0,110.0,
GUADELOUPE,2001,759.0,82.0,
GUATEMALA,2001,835.0,77.0,
HAITI,2001,499.0,96.0,
HONDURAS,2001,672.0,88.0,
"HONG KONG, CHINA",2001,13725.0,16.0,
HUNGARY,2001,30679.0,10.0,10.0
ICELAND,2001,329.0,107.0,
INDIA,2001,2591.0,49.0,
INDONESIA,2001,5153.0,26.0,
"IRAN, ISLAMIC REPUBLIC OF",2001,1402.0,64.0,
IRAQ,2001,127.0,119.0,
ISRAEL,2001,1219.0,68.0,
ITALY,2001,60960.0,7.0,7.0
JAMAICA,2001,2117.0,54.0,
JAPAN,2001,4772.0,33.0,
JORDAN,2001,3034.0,45.0,
KAZAKHSTAN,2001,2693.0,48.0,
KENYA,2001,994.0,73.0,
KIRIBATI,2001,15.0,130.0,
"KOREA, REPUBLIC OF",2001,5147.0,27.0,
KUWAIT,2001,2072.0,55.0,
KYRGYZSTAN,2001,199.0,114.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2001,674.0,87.0,
LATVIA,2001,2061.0,56.0,
LESOTHO,2001,295.0,109.0,
LIBYA,2001,953.0,74.0,
LITHUANIA,2001,4195.0,38.0,
"MACAO, CHINA",2001,10279.0,21.0,
MALAYSIA,2001,22995.0,12.0,
MALTA,2001,1439.0,63.0,
MARTINIQUE,2001,663.0,89.0,
MAURITIUS,2001,675.0,86.0,
MEXICO,2001,100718.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",2001,15.7,128.0,
MONGOLIA,2001,192.0,115.0,
MONTSERRAT,2001,15.6,129.0,
MOROCCO,2001,4596.0,35.0,
MOZAMBIQUE,2001,404.0,101.0,
NAMIBIA,2001,700.0,85.0,
NEW CALEDONIA,2001,152.0,117.0,
NEW ZEALAND,2001,1909.0,57.0,
NICARAGUA,2001,584.0,92.0,
NIGERIA,2001,1753.0,60.0,
NORTHERN MARIANA ISLANDS,2001,444.0,100.0,
NORWAY,2001,5115.0,28.0,
OMAN,2001,1095.0,71.0,
PANAMA,2001,737.0,84.0,
PARAGUAY,2001,3550.0,41.0,
POLAND,2001,61431.0,6.0,6.0
PORTUGAL,2001,28150.0,11.0,
PUERTO RICO,2001,4908.0,31.0,
ROMANIA,2001,4938.0,30.0,
RUSSIAN FEDERATION,2001,21595.0,14.0,
SABA,2001,23.9,127.0,
SAINT KITTS AND NEVIS,2001,334.0,106.0,
SAINT LUCIA,2001,747.0,83.0,
SAINT VINCENT AND THE GRENADINES,2001,254.0,112.0,
SAN MARINO,2001,3036.0,44.0,
SAO TOME AND PRINCIPE,2001,7.7,131.0,
SEYCHELLES,2001,138.0,118.0,
SINGAPORE,2001,7522.0,22.0,
SINT EUSTATIUS,2001,30.0,126.0,
SINT MAARTEN (DUTCH PART),2001,1271.0,67.0,
SLOVENIA,2001,61878.0,5.0,5.0
SOUTH AFRICA,2001,5908.0,24.0,
SPAIN,2001,75564.0,3.0,3.0
SRI LANKA,2001,397.0,102.0,
SURINAME,2001,68.0,124.0,
SWEDEN,2001,7432.0,23.0,
SYRIAN ARAB REPUBLIC,2001,3671.0,40.0,
TAIWAN PROVINCE OF CHINA,2001,2831.0,47.0,
TAJIKISTAN,2001,5.2,132.0,
"TANZANIA, UNITED REPUBLIC OF",2001,525.0,94.0,
THAILAND,2001,10751.0,20.0,
TONGA,2001,38.0,125.0,
TRINIDAD AND TOBAGO,2001,468.0,97.0,
TUNISIA,2001,5663.0,25.0,
TÜRKIYE,2001,11619.0,18.0,
UKRAINE,2001,11877.0,17.0,
UNITED KINGDOM,2001,22835.0,13.0,
UNITED STATES OF AMERICA,2001,70975.0,4.0,4.0
UNITED STATES VIRGIN ISLANDS,2001,2497.0,50.0,
URUGUAY,2001,2136.0,53.0,
UZBEKISTAN,2001,345.0,105.0,
VANUATU,2001,106.0,121.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2001,792.0,79.0,
VIET NAM,2001,2330.0,51.0,
ZIMBABWE,2001,2217.0,52.0,
ALBANIA,2002,470.0,100.0,
ALGERIA,2002,988.0,72.0,
ANDORRA,2002,11507.0,20.0,
ANGUILLA,2002,111.0,119.0,
ANTIGUA AND BARBUDA,2002,528.0,96.0,
ARUBA,2002,1225.0,68.0,
AUSTRALIA,2002,4841.0,30.0,
AZERBAIJAN,2002,834.0,80.0,
BAHAMAS,2002,4406.0,38.0,
BAHRAIN,2002,4831.0,31.0,
BARBADOS,2002,1021.0,70.0,
BELARUS,2002,1907.0,57.0,
BELIZE,2002,694.0,86.0,
BENIN,2002,853.0,79.0,
BERMUDA,2002,484.0,97.0,
BONAIRE,2002,94.0,122.0,
BOTSWANA,2002,1485.0,61.0,
BRITISH VIRGIN ISLANDS,2002,544.0,95.0,
BRUNEI DARUSSALAM,2002,891.0,74.0,
BULGARIA,2002,5563.0,24.0,
CANADA,2002,44896.0,8.0,8.0
CAYMAN ISLANDS,2002,1878.0,58.0,
CHAD,2002,149.0,116.0,
CHINA,2002,97908.0,2.0,2.0
COLOMBIA,2002,661.0,88.0,
COSTA RICA,2002,1335.0,66.0,
CROATIA,2002,41737.0,9.0,9.0
CUBA,2002,1686.0,59.0,
CURAÇAO,2002,545.0,94.0,
CYPRUS,2002,2495.0,48.0,
DOMINICA,2002,208.0,113.0,
DOMINICAN REPUBLIC,2002,3058.0,45.0,
ECUADOR,2002,683.0,87.0,
EGYPT,2002,5192.0,28.0,
EL SALVADOR,2002,885.0,75.0,
ERITREA,2002,101.0,120.0,
ESTONIA,2002,3253.0,42.0,
ESWATINI,2002,1371.0,64.0,
FIJI,2002,461.0,101.0,
FINLAND,2002,4687.0,34.0,
GABON,2002,269.0,109.0,
GEORGIA,2002,298.0,106.0,
GREECE,2002,14918.0,16.0,
GRENADA,2002,271.0,108.0,
GUATEMALA,2002,884.0,76.0,
HAITI,2002,482.0,98.0,
HONDURAS,2002,788.0,83.0,
"HONG KONG, CHINA",2002,16566.0,15.0,
HUNGARY,2002,31739.0,10.0,10.0
ICELAND,2002,315.0,105.0,
INDIA,2002,2428.0,49.0,
INDONESIA,2002,5033.0,29.0,
"IRAN, ISLAMIC REPUBLIC OF",2002,1585.0,60.0,
ISRAEL,2002,862.0,77.0,
ITALY,2002,63561.0,5.0,5.0
JAMAICA,2002,2131.0,53.0,
JAPAN,2002,5239.0,27.0,
JORDAN,2002,4677.0,36.0,
KAZAKHSTAN,2002,3678.0,41.0,
KENYA,2002,1001.0,71.0,
KIRIBATI,2002,120.0,118.0,
"KOREA, REPUBLIC OF",2002,5347.0,25.0,
KUWAIT,2002,2316.0,51.0,
KYRGYZSTAN,2002,183.0,114.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2002,736.0,84.0,
LATVIA,2002,2297.0,52.0,
LESOTHO,2002,287.0,107.0,
LIBYA,2002,858.0,78.0,
LITHUANIA,2002,3999.0,40.0,
"MACAO, CHINA",2002,11531.0,19.0,
MALAYSIA,2002,20756.0,14.0,
MALTA,2002,1483.0,62.0,
MARTINIQUE,2002,654.0,89.0,
MAURITIUS,2002,709.0,85.0,
MEXICO,2002,100153.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",2002,20.2,125.0,
MONGOLIA,2002,235.0,112.0,
MONTSERRAT,2002,15.0,126.0,
MOROCCO,2002,4709.0,33.0,
MOZAMBIQUE,2002,943.0,73.0,
NAMIBIA,2002,799.0,82.0,
NEW CALEDONIA,2002,158.0,115.0,
NEW ZEALAND,2002,2045.0,55.0,
NICARAGUA,2002,579.0,92.0,
NIGERIA,2002,2046.0,54.0,
NORTHERN MARIANA ISLANDS,2002,476.0,99.0,
NORWAY,2002,4543.0,37.0,
OMAN,2002,1112.0,69.0,
PANAMA,2002,800.0,81.0,
PARAGUAY,2002,3194.0,43.0,
PERU,2002,1304.0,67.0,
POLAND,2002,50735.0,7.0,7.0
PORTUGAL,2002,27194.0,11.0,
PUERTO RICO,2002,4364.0,39.0,
ROMANIA,2002,4794.0,32.0,
RUSSIAN FEDERATION,2002,23309.0,13.0,
SABA,2002,21.5,124.0,
SAINT KITTS AND NEVIS,2002,240.0,111.0,
SAINT LUCIA,2002,648.0,90.0,
SAINT VINCENT AND THE GRENADINES,2002,247.0,110.0,
SAN MARINO,2002,3102.0,44.0,
SEYCHELLES,2002,135.0,117.0,
SINGAPORE,2002,7567.0,21.0,
SINT MAARTEN (DUTCH PART),2002,1436.0,63.0,
SLOVENIA,2002,60031.0,6.0,6.0
SOUTH AFRICA,2002,6550.0,23.0,
SPAIN,2002,79313.0,3.0,3.0
SRI LANKA,2002,457.0,102.0,
SWEDEN,2002,7457.0,22.0,
SYRIAN ARAB REPUBLIC,2002,4678.0,35.0,
TAIWAN PROVINCE OF CHINA,2002,2978.0,46.0,
"TANZANIA, UNITED REPUBLIC OF",2002,575.0,93.0,
TONGA,2002,45.0,123.0,
TRINIDAD AND TOBAGO,2002,451.0,103.0,
TUNISIA,2002,5322.0,26.0,
TÜRKIYE,2002,13256.0,17.0,
UKRAINE,2002,12793.0,18.0,
UNITED KINGDOM,2002,24180.0,12.0,
UNITED STATES OF AMERICA,2002,64434.0,4.0,4.0
UNITED STATES VIRGIN ISLANDS,2002,2337.0,50.0,
URUGUAY,2002,1354.0,65.0,
UZBEKISTAN,2002,332.0,104.0,
VANUATU,2002,99.0,121.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2002,590.0,91.0,
VIET NAM,2002,2628.0,47.0,
ZIMBABWE,2002,2041.0,56.0,
ALBANIA,2003,557.0,98.0,
ALGERIA,2003,1166.0,72.0,
ANDORRA,2003,11601.0,22.0,
ANGUILLA,2003,109.0,121.0,
ANTIGUA AND BARBUDA,2003,623.0,93.0,
ARUBA,2003,1184.0,71.0,
AUSTRALIA,2003,4746.0,35.0,
AZERBAIJAN,2003,1038.0,75.0,
BAHAMAS,2003,4594.0,38.0,
BAHRAIN,2003,4844.0,32.0,
BARBADOS,2003,1090.0,74.0,
BELARUS,2003,1729.0,61.0,
BELIZE,2003,999.0,76.0,
BENIN,2003,850.0,82.0,
BERMUDA,2003,483.0,102.0,
BONAIRE,2003,107.0,122.0,
BOTSWANA,2003,1592.0,63.0,
BRITISH VIRGIN ISLANDS,2003,614.0,94.0,
BRUNEI DARUSSALAM,2003,944.0,78.0,
BULGARIA,2003,6241.0,25.0,
CANADA,2003,38903.0,9.0,9.0
CAYMAN ISLANDS,2003,2113.0,58.0,
CHAD,2003,101.0,124.0,
CHINA,2003,91662.0,2.0,2.0
COLOMBIA,2003,668.0,90.0,
COSTA RICA,2003,1514.0,66.0,
CROATIA,2003,42857.0,8.0,8.0
CUBA,2003,1906.0,60.0,
CURAÇAO,2003,508.0,100.0,
CYPRUS,2003,2416.0,53.0,
CZECH REPUBLIC (CZECHIA),2003,20108.0,15.0,
DENMARK,2003,21119.0,14.0,
DOMINICA,2003,254.0,112.0,
DOMINICAN REPUBLIC,2003,3680.0,42.0,
ECUADOR,2003,761.0,84.0,
EGYPT,2003,6044.0,27.0,
EL SALVADOR,2003,798.0,83.0,
ERITREA,2003,80.0,126.0,
ESTONIA,2003,3378.0,44.0,
ESWATINI,2003,1543.0,65.0,
FIJI,2003,451.0,105.0,
FINLAND,2003,4527.0,39.0,
GABON,2003,234.0,115.0,
GEORGIA,2003,313.0,110.0,
GREECE,2003,14785.0,19.0,
GRENADA,2003,294.0,111.0,
GUADELOUPE,2003,569.0,97.0,
GUATEMALA,2003,880.0,81.0,
HAITI,2003,518.0,99.0,
HONDURAS,2003,887.0,80.0,
"HONG KONG, CHINA",2003,15537.0,17.0,
HUNGARY,2003,31412.0,10.0,10.0
ICELAND,2003,348.0,107.0,
INDIA,2003,2774.0,48.0,
INDONESIA,2003,4467.0,40.0,
"IRAN, ISLAMIC REPUBLIC OF",2003,1546.0,64.0,
ITALY,2003,63026.0,4.0,4.0
JAMAICA,2003,2483.0,51.0,
JAPAN,2003,5212.0,30.0,
JORDAN,2003,4600.0,37.0,
KAZAKHSTAN,2003,3237.0,45.0,
KENYA,2003,1146.0,73.0,
KIRIBATI,2003,130.0,119.0,
"KOREA, REPUBLIC OF",2003,4753.0,34.0,
KUWAIT,2003,2602.0,49.0,
KYRGYZSTAN,2003,342.0,108.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2003,636.0,92.0,
LATVIA,2003,2524.0,50.0,
LESOTHO,2003,329.0,109.0,
LIBYA,2003,958.0,77.0,
LITHUANIA,2003,3635.0,43.0,
"MACAO, CHINA",2003,11888.0,21.0,
MALAYSIA,2003,16293.0,16.0,
MALTA,2003,1512.0,67.0,
MARTINIQUE,2003,722.0,87.0,
MAURITIUS,2003,721.0,88.0,
MEXICO,2003,92330.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",2003,23.6,128.0,
MONGOLIA,2003,205.0,117.0,
MONTSERRAT,2003,13.6,130.0,
MOROCCO,2003,5021.0,31.0,
MOZAMBIQUE,2003,726.0,86.0,
NAMIBIA,2003,739.0,85.0,
NEW CALEDONIA,2003,166.0,118.0,
NEW ZEALAND,2003,2104.0,59.0,
NICARAGUA,2003,646.0,91.0,
NIGERIA,2003,2253.0,56.0,
NORTHERN MARIANA ISLANDS,2003,459.0,104.0,
NORWAY,2003,4686.0,36.0,
OMAN,2003,1210.0,70.0,
PANAMA,2003,897.0,79.0,
PARAGUAY,2003,2859.0,47.0,
PERU,2003,1380.0,69.0,
POLAND,2003,52130.0,7.0,7.0
PORTUGAL,2003,27532.0,11.0,
PUERTO RICO,2003,4402.0,41.0,
ROMANIA,2003,5595.0,28.0,
RUSSIAN FEDERATION,2003,22521.0,13.0,
SABA,2003,20.5,129.0,
SAINT KITTS AND NEVIS,2003,247.0,113.0,
SAINT LUCIA,2003,683.0,89.0,
SAINT VINCENT AND THE GRENADINES,2003,242.0,114.0,
SAN MARINO,2003,2882.0,46.0,
SENEGAL,2003,502.0,101.0,
SEYCHELLES,2003,127.0,120.0,
SINGAPORE,2003,6127.0,26.0,
SINT MAARTEN (DUTCH PART),2003,1600.0,62.0,
SLOVENIA,2003,59388.0,6.0,6.0
SOUTH AFRICA,2003,6640.0,24.0,
SPAIN,2003,82326.0,3.0,3.0
SRI LANKA,2003,583.0,95.0,
SURINAME,2003,100.0,125.0,
SWEDEN,2003,7627.0,23.0,
SYRIAN ARAB REPUBLIC,2003,4837.0,33.0,
TAIWAN PROVINCE OF CHINA,2003,2248.0,57.0,
"TANZANIA, UNITED REPUBLIC OF",2003,576.0,96.0,
TONGA,2003,51.0,127.0,
TRINIDAD AND TOBAGO,2003,474.0,103.0,
TUNISIA,2003,5492.0,29.0,
TÜRKIYE,2003,14030.0,20.0,
UKRAINE,2003,15161.0,18.0,
UNITED KINGDOM,2003,24715.0,12.0,
UNITED STATES OF AMERICA,2003,62082.0,5.0,5.0
UNITED STATES VIRGIN ISLANDS,2003,2395.0,54.0,
URUGUAY,2003,1508.0,68.0,
UZBEKISTAN,2003,231.0,116.0,
VANUATU,2003,102.0,123.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2003,435.0,106.0,
VIET NAM,2003,2429.0,52.0,
ZIMBABWE,2003,2256.0,55.0,
ALBANIA,2004,645.0,93.0,
ALGERIA,2004,1234.0,75.0,
ANDORRA,2004,11668.0,23.0,
ANGUILLA,2004,121.0,117.0,
ANTIGUA AND BARBUDA,2004,769.0,87.0,
ARUBA,2004,1304.0,72.0,
AUSTRALIA,2004,5215.0,38.0,
AZERBAIJAN,2004,1279.0,73.0,
BAHAMAS,2004,5004.0,40.0,
BAHRAIN,2004,5667.0,35.0,
BARBADOS,2004,1273.0,74.0,
BELARUS,2004,1816.0,62.0,
BELIZE,2004,1329.0,71.0,
BENIN,2004,845.0,82.0,
BERMUDA,2004,478.0,101.0,
BONAIRE,2004,116.0,118.0,
BOTSWANA,2004,1727.0,64.0,
BRITISH VIRGIN ISLANDS,2004,813.0,85.0,
BULGARIA,2004,6982.0,27.0,
CANADA,2004,38845.0,10.0,10.0
CAYMAN ISLANDS,2004,1953.0,58.0,
CHAD,2004,106.0,119.0,
CHINA,2004,109038.0,2.0,2.0
COLOMBIA,2004,840.0,83.0,
COSTA RICA,2004,1771.0,63.0,
CROATIA,2004,44974.0,9.0,9.0
CUBA,2004,2049.0,57.0,
CURAÇAO,2004,452.0,104.0,
CYPRUS,2004,2478.0,55.0,
CZECH REPUBLIC (CZECHIA),2004,23808.0,14.0,
DENMARK,2004,22054.0,16.0,
DOMINICA,2004,466.0,102.0,
DOMINICAN REPUBLIC,2004,3907.0,44.0,
ECUADOR,2004,819.0,84.0,
EGYPT,2004,8104.0,26.0,
EL SALVADOR,2004,1030.0,77.0,
ERITREA,2004,87.0,121.0,
FIJI,2004,513.0,99.0,
FINLAND,2004,4854.0,42.0,
FRANCE,2004,190282.0,1.0,1.0
GABON,2004,351.0,111.0,
GAMBIA,2004,459.0,103.0,
GEORGIA,2004,368.0,110.0,
GREECE,2004,14268.0,22.0,
GRENADA,2004,370.0,109.0,
GUADELOUPE,2004,560.0,97.0,
GUATEMALA,2004,1182.0,76.0,
HAITI,2004,385.0,107.0,
HONDURAS,2004,1026.0,78.0,
"HONG KONG, CHINA",2004,21811.0,17.0,
HUNGARY,2004,33934.0,11.0,
ICELAND,2004,405.0,105.0,
INDIA,2004,3512.0,45.0,
INDONESIA,2004,5321.0,37.0,
"IRAN, ISLAMIC REPUBLIC OF",2004,1659.0,65.0,
ISRAEL,2004,1506.0,67.0,
ITALY,2004,58480.0,8.0,8.0
JAMAICA,2004,2515.0,54.0,
JAPAN,2004,6138.0,32.0,
JORDAN,2004,5587.0,36.0,
KAZAKHSTAN,2004,4291.0,43.0,
KENYA,2004,1361.0,70.0,
KIRIBATI,2004,64.0,122.0,
"KOREA, REPUBLIC OF",2004,5818.0,33.0,
KUWAIT,2004,3056.0,47.0,
KYRGYZSTAN,2004,398.0,106.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2004,895.0,81.0,
LATVIA,2004,3127.0,46.0,
LESOTHO,2004,304.0,113.0,
"MACAO, CHINA",2004,16673.0,21.0,
MALAYSIA,2004,24432.0,13.0,
MALTA,2004,1428.0,68.0,
MARTINIQUE,2004,630.0,94.0,
MAURITIUS,2004,739.0,88.0,
MEXICO,2004,99250.0,3.0,3.0
MONGOLIA,2004,305.0,112.0,
MONTSERRAT,2004,15.2,125.0,
MOROCCO,2004,5732.0,34.0,
MOZAMBIQUE,2004,711.0,90.0,
NAMIBIA,2004,986.0,80.0,
NEW CALEDONIA,2004,177.0,115.0,
NEW ZEALAND,2004,2334.0,56.0,
NICARAGUA,2004,735.0,89.0,
NIGERIA,2004,2646.0,51.0,
NORTHERN MARIANA ISLANDS,2004,536.0,98.0,
NORWAY,2004,5130.0,39.0,
OMAN,2004,1407.0,69.0,
PANAMA,2004,1004.0,79.0,
PARAGUAY,2004,2589.0,53.0,
PERU,2004,1650.0,66.0,
POLAND,2004,61918.0,7.0,7.0
PORTUGAL,2004,21165.0,18.0,
PUERTO RICO,2004,4889.0,41.0,
ROMANIA,2004,6600.0,29.0,
RUSSIAN FEDERATION,2004,22064.0,15.0,
SABA,2004,23.2,124.0,
SAINT KITTS AND NEVIS,2004,383.0,108.0,
SAINT LUCIA,2004,791.0,86.0,
SAINT VINCENT AND THE GRENADINES,2004,262.0,114.0,
SAN MARINO,2004,2812.0,50.0,
SAUDI ARABIA,2004,11083.0,24.0,
SENEGAL,2004,677.0,92.0,
SEYCHELLES,2004,126.0,116.0,
SINGAPORE,2004,8329.0,25.0,
SINT MAARTEN (DUTCH PART),2004,1823.0,61.0,
SLOVENIA,2004,63013.0,6.0,6.0
SOUTH AFRICA,2004,6815.0,28.0,
SPAIN,2004,85981.0,4.0,4.0
SRI LANKA,2004,681.0,91.0,
SYRIAN ARAB REPUBLIC,2004,6334.0,31.0,
TAIWAN PROVINCE OF CHINA,2004,2950.0,48.0,
"TANZANIA, UNITED REPUBLIC OF",2004,583.0,96.0,
TONGA,2004,51.0,123.0,
TRINIDAD AND TOBAGO,2004,501.0,100.0,
TUNISIA,2004,6419.0,30.0,
TÜRKIYE,2004,17517.0,20.0,
UKRAINE,2004,18583.0,19.0,
UNITED KINGDOM,2004,27755.0,12.0,
UNITED STATES OF AMERICA,2004,67606.0,5.0,5.0
